OOut_l_0.01_g_0.995_p_MlpPolicy
Step,Point,Load_Mult,Reg Changed,Tap Changed,Reward,Regulator States,Time,creg1a,creg2a,creg3a,creg3c,creg4a,creg4b,creg4c,
660,1,0.3599999999999999,creg2a,-3,-452.64326376759385,,1416.0,-2,-3,13,6,-6,3,7,
661,1,0.3599999999999999,creg2a,-3,-452.64326376759385,,1416.4,-2,-3,13,6,-6,3,7,
662,1,0.3599999999999999,creg2a,-3,-452.64326376759385,,1416.8,-2,-3,13,6,-6,3,7,
663,1,0.3599999999999999,creg2a,-3,-452.64326376759385,,1417.2,-2,-3,13,6,-6,3,7,
664,1,0.3599999999999999,creg2a,-3,-452.64326376759385,,1417.6,-2,-3,13,6,-6,3,7,
665,1,0.3599999999999999,creg1a,-6,-714.2106756858141,,1418.0,-6,-3,13,6,-6,3,7,
666,1,0.3599999999999999,creg2a,-3,-712.2106756858141,,1418.4,-6,-3,13,6,-6,3,7,
667,1,0.3599999999999999,creg2a,-3,-712.2106756858141,,1418.8,-6,-3,13,6,-6,3,7,
668,1,0.3599999999999999,creg2a,-3,-712.2106756858141,,1419.2,-6,-3,13,6,-6,3,7,
669,1,0.3599999999999999,creg1a,4,-558.1658815498508,,1419.6,4,-3,13,6,-6,3,7,
670,1,0.3599999999999999,creg1a,-8,-1777.8494117588593,,1420.0,-8,-3,13,6,-6,3,7,
671,1,0.3599999999999999,creg1a,4,-559.1658815498508,,1420.4,4,-3,13,6,-6,3,7,
672,1,0.3599999999999999,creg1a,-6,-717.2106756858141,,1420.8,-6,-3,13,6,-6,3,7,
673,1,0.3599999999999999,creg1a,4,-558.1658815498508,,1421.2,4,-3,13,6,-6,3,7,
674,1,0.3599999999999999,creg1a,-6,-717.2106756858141,,1421.6,-6,-3,13,6,-6,3,7,
675,1,0.3599999999999999,creg1a,4,-558.1658815498508,,1422.0,4,-3,13,6,-6,3,7,
676,1,0.3599999999999999,creg1a,-6,-717.2106756858141,,1422.4,-6,-3,13,6,-6,3,7,
677,1,0.3599999999999999,creg2a,10,-678.7658978356069,,1422.8,-6,10,13,6,-6,3,7,
678,1,0.3599999999999999,creg1a,4,-598.228340815002,,1423.2,4,10,13,6,-6,3,7,
679,1,0.3599999999999999,creg1a,-6,-677.2658978356069,,1423.6,-6,10,13,6,-6,3,7,
680,1,0.3599999999999999,creg1a,4,-598.228340815002,,1424.0,4,10,13,6,-6,3,7,
681,1,0.3599999999999999,creg4b,-14,-830.6015120540711,,1424.4,4,10,13,6,-6,-14,7,
682,1,0.3599999999999999,creg1a,-6,-926.0044012920671,,1424.8,-6,10,13,6,-6,-14,7,
683,1,0.3599999999999999,creg1a,4,-827.1015120540711,,1425.2,4,10,13,6,-6,-14,7,
684,1,0.3599999999999999,creg1a,-6,-926.0044012920671,,1425.6,-6,10,13,6,-6,-14,7,
685,1,0.3599999999999999,creg1a,4,-827.1015120540711,,1426.0,4,10,13,6,-6,-14,7,
686,1,0.3599999999999999,creg1a,-6,-926.0044012920671,,1426.4,-6,10,13,6,-6,-14,7,
687,1,0.3599999999999999,creg1a,4,-827.1015120540711,,1426.8,4,10,13,6,-6,-14,7,
688,1,0.3599999999999999,creg1a,-6,-926.0044012920671,,1427.2,-6,10,13,6,-6,-14,7,
689,1,0.3599999999999999,creg1a,4,-827.1015120540711,,1427.6,4,10,13,6,-6,-14,7,
690,1,0.3599999999999999,creg1a,-6,-926.0044012920671,,1428.0,-6,10,13,6,-6,-14,7,
691,1,0.3599999999999999,creg1a,4,-827.1015120540711,,1428.4,4,10,13,6,-6,-14,7,
692,1,0.3599999999999999,creg1a,-6,-926.0044012920671,,1428.8,-6,10,13,6,-6,-14,7,
693,1,0.3599999999999999,creg1a,4,-827.1015120540711,,1429.2,4,10,13,6,-6,-14,7,
694,1,0.3599999999999999,creg1a,-6,-926.0044012920671,,1429.6,-6,10,13,6,-6,-14,7,
695,1,0.3599999999999999,creg1a,4,-827.1015120540711,,1430.0,4,10,13,6,-6,-14,7,
696,1,0.3599999999999999,creg1a,-6,-926.0044012920671,,1430.4,-6,10,13,6,-6,-14,7,
697,1,0.3599999999999999,creg1a,4,-827.1015120540711,,1430.8,4,10,13,6,-6,-14,7,
698,1,0.3599999999999999,creg1a,-6,-926.0044012920671,,1431.2,-6,10,13,6,-6,-14,7,
699,1,0.3599999999999999,creg1a,4,-827.1015120540711,,1431.6,4,10,13,6,-6,-14,7,
700,1,0.3599999999999999,creg2a,-16,-834.9879605540096,,1432.0,4,-16,13,6,-6,-14,7,
701,1,0.3599999999999999,creg4a,0,-821.9879605540096,,1432.4,4,-16,13,6,-6,-14,7,
702,1,0.3599999999999999,creg1a,-6,-915.8942965218005,,1432.8,-6,-16,13,6,-6,-14,7,
703,1,0.3599999999999999,creg1a,4,-826.9879605540096,,1433.2,4,-16,13,6,-6,-14,7,
704,1,0.3599999999999999,creg1a,-6,-915.8942965218005,,1433.6,-6,-16,13,6,-6,-14,7,
705,1,0.3599999999999999,creg4a,8,-489.0505781689485,,1434.0,-6,-16,13,6,8,-14,7,
706,1,0.3599999999999999,creg1a,4,-1218.0448995225254,,1434.4,4,-16,13,6,8,-14,7,
707,1,0.3599999999999999,creg1a,-6,-487.0505781692716,,1434.8,-6,-16,13,6,8,-14,7,
708,1,0.3599999999999999,creg1a,4,-1218.0448995225254,,1435.2,4,-16,13,6,8,-14,7,
709,1,0.3599999999999999,creg1a,-6,-487.0505781692716,,1435.6,-6,-16,13,6,8,-14,7,
710,1,0.3599999999999999,creg1a,4,-1218.0448995225254,,1436.0,4,-16,13,6,8,-14,7,
711,1,0.3599999999999999,creg1a,-6,-487.0505781692716,,1436.4,-6,-16,13,6,8,-14,7,
712,1,0.3599999999999999,creg1a,4,-1218.0448995225254,,1436.8,4,-16,13,6,8,-14,7,
713,1,0.3599999999999999,creg1a,-6,-487.0505781692716,,1437.2,-6,-16,13,6,8,-14,7,
714,1,0.3599999999999999,creg1a,4,-1218.0448995225254,,1437.6,4,-16,13,6,8,-14,7,
715,1,0.3599999999999999,creg1a,-6,-487.0505781692716,,1438.0,-6,-16,13,6,8,-14,7,
716,1,0.3599999999999999,creg1a,4,-1218.0448995225254,,1438.4,4,-16,13,6,8,-14,7,
717,1,0.3599999999999999,creg1a,-6,-487.0505781692716,,1438.8,-6,-16,13,6,8,-14,7,
718,1,0.3599999999999999,creg1a,4,-1218.0448995225254,,1439.2,4,-16,13,6,8,-14,7,
719,1,0.3599999999999999,creg1a,-6,-487.0505781692716,,1439.6,-6,-16,13,6,8,-14,7,
720,1,0.3599999999999999,creg1a,4,-1218.0448995225254,,1440.0,4,-16,13,6,8,-14,7,
721,1,0.3599999999999999,creg1a,-6,-487.0505781692716,,1440.4,-6,-16,13,6,8,-14,7,
722,1,0.3599999999999999,creg1a,4,-1218.0448995225254,,1440.8,4,-16,13,6,8,-14,7,
723,1,0.3599999999999999,creg1a,-6,-487.0505781692716,,1441.2,-6,-16,13,6,8,-14,7,
724,1,0.3599999999999999,creg1a,4,-1218.0448995225254,,1441.6,4,-16,13,6,8,-14,7,
725,1,0.3599999999999999,creg1a,-6,-487.0505781692716,,1442.0,-6,-16,13,6,8,-14,7,
726,1,0.3599999999999999,creg1a,4,-1218.0448995225254,,1442.4,4,-16,13,6,8,-14,7,
727,1,0.3599999999999999,creg1a,-6,-487.0505781692716,,1442.8,-6,-16,13,6,8,-14,7,
728,1,0.3599999999999999,creg1a,4,-1218.0448995225254,,1443.2,4,-16,13,6,8,-14,7,
729,1,0.3599999999999999,creg1a,-6,-487.0505781692716,,1443.6,-6,-16,13,6,8,-14,7,
730,1,0.3599999999999999,creg4b,12,-296.8856813734711,,1444.0,-6,-16,13,6,8,12,7,
731,1,0.3599999999999999,creg4c,7,-283.8856813734711,,1444.4,-6,-16,13,6,8,12,7,
732,1,0.3599999999999999,creg1a,4,-1220.0643290663522,,1444.8,4,-16,13,6,8,12,7,
733,1,0.3599999999999999,creg1a,-6,-288.8856813734711,,1445.2,-6,-16,13,6,8,12,7,
734,1,0.3599999999999999,creg1a,4,-1220.0643290663522,,1445.6,4,-16,13,6,8,12,7,
735,1,0.3599999999999999,creg1a,-6,-288.8856813734711,,1446.0,-6,-16,13,6,8,12,7,
736,1,0.3599999999999999,creg4b,3,-217.7193598912878,,1446.4,-6,-16,13,6,8,3,7,
737,1,0.3599999999999999,creg1a,4,-1009.0917416212947,,1446.8,4,-16,13,6,8,3,7,
738,1,0.3599999999999999,creg1a,-6,-218.2193598912878,,1447.2,-6,-16,13,6,8,3,7,
739,1,0.3599999999999999,creg1a,4,-1009.0917416212947,,1447.6,4,-16,13,6,8,3,7,
740,1,0.3599999999999999,creg1a,-6,-218.2193598912878,,1448.0,-6,-16,13,6,8,3,7,
741,1,0.3599999999999999,creg1a,4,-1009.0917416212947,,1448.4,4,-16,13,6,8,3,7,
742,1,0.3599999999999999,creg1a,-6,-218.2193598912878,,1448.8,-6,-16,13,6,8,3,7,
743,1,0.3599999999999999,creg1a,4,-1009.0917416212947,,1449.2,4,-16,13,6,8,3,7,
744,1,0.3599999999999999,creg1a,-6,-218.2193598912878,,1449.6,-6,-16,13,6,8,3,7,
745,1,0.3599999999999999,creg1a,4,-1009.0917416212947,,1450.0,4,-16,13,6,8,3,7,
746,1,0.3599999999999999,creg3c,2,-956.0893071747421,,1450.4,4,-16,13,2,8,3,7,
747,1,0.3599999999999999,creg3a,-11,-956.001487354116,,1450.8,4,-16,-11,2,8,3,7,
748,1,0.3599999999999999,creg3c,2,-944.001487354116,,1451.2,4,-16,-11,2,8,3,7,
749,1,0.3599999999999999,creg3c,2,-944.001487354116,,1451.6,4,-16,-11,2,8,3,7,
750,1,0.3599999999999999,creg3c,2,-944.001487354116,,1452.0,4,-16,-11,2,8,3,7,
751,1,0.3599999999999999,creg3c,2,-944.001487354116,,1452.4,4,-16,-11,2,8,3,7,
752,1,0.3599999999999999,creg3c,2,-944.001487354116,,1452.8,4,-16,-11,2,8,3,7,
753,1,0.3599999999999999,creg3c,2,-944.001487354116,,1453.2,4,-16,-11,2,8,3,7,
754,1,0.3599999999999999,creg3c,2,-944.001487354116,,1453.6,4,-16,-11,2,8,3,7,
755,1,0.3599999999999999,creg3c,2,-944.001487354116,,1454.0,4,-16,-11,2,8,3,7,
756,1,0.3599999999999999,creg3c,2,-944.001487354116,,1454.4,4,-16,-11,2,8,3,7,
757,1,0.3599999999999999,creg3c,2,-944.001487354116,,1454.8,4,-16,-11,2,8,3,7,
758,1,0.3599999999999999,creg3c,2,-944.001487354116,,1455.2,4,-16,-11,2,8,3,7,
759,1,0.3599999999999999,creg3c,2,-944.001487354116,,1455.6,4,-16,-11,2,8,3,7,
760,1,0.3599999999999999,creg3c,2,-944.001487354116,,1456.0,4,-16,-11,2,8,3,7,
761,1,0.3599999999999999,creg3a,15,-967.1008804495408,,1456.4,4,-16,15,2,8,3,7,
762,1,0.3599999999999999,creg3a,15,-954.1008804495408,,1456.8,4,-16,15,2,8,3,7,
763,1,0.3599999999999999,creg3a,15,-954.1008804495408,,1457.2,4,-16,15,2,8,3,7,
764,1,0.3599999999999999,creg3a,15,-954.1008804495408,,1457.6,4,-16,15,2,8,3,7,
765,1,0.3599999999999999,creg3c,-9,-959.6021043330734,,1458.0,4,-16,15,-9,8,3,7,
766,1,0.3599999999999999,creg2a,-10,-927.1302008281975,,1458.4,4,-10,15,-9,8,3,7,
767,1,0.3599999999999999,creg3c,-9,-924.1302008281975,,1458.8,4,-10,15,-9,8,3,7,
768,1,0.3599999999999999,creg3c,-9,-924.1302008281975,,1459.2,4,-10,15,-9,8,3,7,
769,1,0.3599999999999999,creg3c,-9,-924.1302008281975,,1459.6,4,-10,15,-9,8,3,7,
770,1,0.3599999999999999,creg3c,-9,-924.1302008281975,,1460.0,4,-10,15,-9,8,3,7,
771,1,0.3599999999999999,creg1a,-5,-117.77143354182049,,1460.4,-5,-10,15,-9,8,3,7,
772,1,0.3599999999999999,creg4b,5,-114.40734895724373,,1460.8,-5,-10,15,-9,8,5,7,
773,1,0.3599999999999999,creg4c,-11,-481.4146024275895,,1461.2,-5,-10,15,-9,8,5,-11,
774,1,0.3599999999999999,creg1a,4,-977.918579878537,,1461.6,4,-10,15,-9,8,5,-11,
775,1,0.3599999999999999,creg3c,-9,-973.418579878537,,1462.0,4,-10,15,-9,8,5,-11,
776,1,0.3599999999999999,creg3c,-9,-973.418579878537,,1462.4,4,-10,15,-9,8,5,-11,
777,1,0.3599999999999999,creg3c,-9,-973.418579878537,,1462.8,4,-10,15,-9,8,5,-11,
778,1,0.3599999999999999,creg3c,-9,-973.418579878537,,1463.2,4,-10,15,-9,8,5,-11,
779,1,0.3599999999999999,creg3c,-9,-973.418579878537,,1463.6,4,-10,15,-9,8,5,-11,
780,1,0.3599999999999999,creg3c,-9,-973.418579878537,,1464.0,4,-10,15,-9,8,5,-11,
781,1,0.3599999999999999,creg3c,-9,-973.418579878537,,1464.4,4,-10,15,-9,8,5,-11,
782,1,0.3599999999999999,creg3c,-9,-973.418579878537,,1464.8,4,-10,15,-9,8,5,-11,
783,1,0.3599999999999999,creg3c,-9,-973.418579878537,,1465.2,4,-10,15,-9,8,5,-11,
784,1,0.3599999999999999,creg3c,-9,-973.418579878537,,1465.6,4,-10,15,-9,8,5,-11,
785,1,0.3599999999999999,creg3c,-9,-973.418579878537,,1466.0,4,-10,15,-9,8,5,-11,
786,1,0.3599999999999999,creg3c,-9,-973.418579878537,,1466.4,4,-10,15,-9,8,5,-11,
787,1,0.3599999999999999,creg3c,-9,-973.418579878537,,1466.8,4,-10,15,-9,8,5,-11,
788,1,0.3599999999999999,creg3c,-9,-973.418579878537,,1467.2,4,-10,15,-9,8,5,-11,
789,1,0.3599999999999999,creg3c,-9,-973.418579878537,,1467.6,4,-10,15,-9,8,5,-11,
790,1,0.3599999999999999,creg3c,-9,-973.418579878537,,1468.0,4,-10,15,-9,8,5,-11,
791,1,0.3599999999999999,creg3c,-9,-973.418579878537,,1468.4,4,-10,15,-9,8,5,-11,
792,1,0.3599999999999999,creg3c,14,-1034.9453886626154,,1468.8,4,-10,15,14,8,5,-11,
793,1,0.3599999999999999,creg1a,5,-813.6033939353297,,1469.2,5,-10,15,14,8,5,-11,
794,1,0.3599999999999999,creg1a,5,-813.6033939353297,,1469.6,5,-10,15,14,8,5,-11,
795,1,0.3599999999999999,creg1a,5,-813.6033939353297,,1470.0,5,-10,15,14,8,5,-11,
796,1,0.3599999999999999,creg1a,5,-813.6033939353297,,1470.4,5,-10,15,14,8,5,-11,
797,1,0.3599999999999999,creg4b,-15,-822.135255474997,,1470.8,5,-10,15,14,8,-15,-11,
798,1,0.3599999999999999,creg1a,5,-812.135255474997,,1471.2,5,-10,15,14,8,-15,-11,
799,1,0.3599999999999999,creg1a,5,-812.135255474997,,1471.6,5,-10,15,14,8,-15,-11,
800,1,0.3599999999999999,creg1a,5,-812.135255474997,,1472.0,5,-10,15,14,8,-15,-11,
801,1,0.3599999999999999,creg1a,5,-812.135255474997,,1472.4,5,-10,15,14,8,-15,-11,
802,1,0.3599999999999999,creg1a,5,-812.135255474997,,1472.8,5,-10,15,14,8,-15,-11,
803,1,0.3599999999999999,creg1a,5,-812.135255474997,,1473.2,5,-10,15,14,8,-15,-11,
804,1,0.3599999999999999,creg1a,5,-812.135255474997,,1473.6,5,-10,15,14,8,-15,-11,
805,1,0.3599999999999999,creg1a,5,-812.135255474997,,1474.0,5,-10,15,14,8,-15,-11,
806,1,0.3599999999999999,creg1a,5,-812.135255474997,,1474.4,5,-10,15,14,8,-15,-11,
807,1,0.3599999999999999,creg1a,5,-812.135255474997,,1474.8,5,-10,15,14,8,-15,-11,
808,1,0.3599999999999999,creg1a,5,-812.135255474997,,1475.2,5,-10,15,14,8,-15,-11,
809,1,0.3599999999999999,creg1a,5,-812.135255474997,,1475.6,5,-10,15,14,8,-15,-11,
810,1,0.3599999999999999,creg1a,5,-812.135255474997,,1476.0,5,-10,15,14,8,-15,-11,
811,1,0.3599999999999999,creg1a,5,-812.135255474997,,1476.4,5,-10,15,14,8,-15,-11,
812,1,0.3599999999999999,creg1a,5,-812.135255474997,,1476.8,5,-10,15,14,8,-15,-11,
813,1,0.3599999999999999,creg1a,5,-812.135255474997,,1477.2,5,-10,15,14,8,-15,-11,
814,1,0.3599999999999999,creg1a,5,-812.135255474997,,1477.6,5,-10,15,14,8,-15,-11,
815,1,0.3599999999999999,creg1a,5,-812.135255474997,,1478.0,5,-10,15,14,8,-15,-11,
816,1,0.3599999999999999,creg3c,0,-812.135255474997,,1478.4,5,-10,15,14,8,-15,-11,
817,1,0.3599999999999999,creg1a,5,-812.135255474997,,1478.8,5,-10,15,14,8,-15,-11,
818,1,0.3599999999999999,creg1a,5,-812.135255474997,,1479.2,5,-10,15,14,8,-15,-11,
819,1,0.3599999999999999,creg4c,3,-979.8164789557718,,1479.6,5,-10,15,14,8,-15,3,
820,1,0.3599999999999999,creg1a,5,-972.8164789557718,,1480.0,5,-10,15,14,8,-15,3,
821,1,0.3599999999999999,creg1a,5,-972.8164789557718,,1480.4,5,-10,15,14,8,-15,3,
822,1,0.3599999999999999,creg1a,5,-972.8164789557718,,1480.8,5,-10,15,14,8,-15,3,
823,1,0.3599999999999999,creg1a,5,-972.8164789557718,,1481.2,5,-10,15,14,8,-15,3,
824,1,0.3599999999999999,creg1a,5,-972.8164789557718,,1481.6,5,-10,15,14,8,-15,3,
825,1,0.3599999999999999,creg3a,11,-974.7942266260737,,1482.0,5,-10,11,14,8,-15,3,
826,1,0.3599999999999999,creg3a,11,-972.7942266260737,,1482.4,5,-10,11,14,8,-15,3,
827,1,0.3599999999999999,creg3a,11,-972.7942266260737,,1482.8,5,-10,11,14,8,-15,3,
828,1,0.3599999999999999,creg3a,11,-972.7942266260737,,1483.2,5,-10,11,14,8,-15,3,
829,1,0.3599999999999999,creg3a,11,-972.7942266260737,,1483.6,5,-10,11,14,8,-15,3,
830,1,0.3599999999999999,creg3a,11,-972.7942266260737,,1484.0,5,-10,11,14,8,-15,3,
831,1,0.3599999999999999,creg3a,11,-972.7942266260737,,1484.4,5,-10,11,14,8,-15,3,
832,1,0.3599999999999999,creg3a,11,-972.7942266260737,,1484.8,5,-10,11,14,8,-15,3,
833,1,0.3599999999999999,creg3a,11,-972.7942266260737,,1485.2,5,-10,11,14,8,-15,3,
834,1,0.3599999999999999,creg3a,11,-972.7942266260737,,1485.6,5,-10,11,14,8,-15,3,
835,1,0.3599999999999999,creg3a,11,-972.7942266260737,,1486.0,5,-10,11,14,8,-15,3,
836,1,0.3599999999999999,creg3a,11,-972.7942266260737,,1486.4,5,-10,11,14,8,-15,3,
837,1,0.3599999999999999,creg3a,11,-972.7942266260737,,1486.8,5,-10,11,14,8,-15,3,
838,1,0.3599999999999999,creg3a,11,-972.7942266260737,,1487.2,5,-10,11,14,8,-15,3,
839,1,0.3599999999999999,creg3a,11,-972.7942266260737,,1487.6,5,-10,11,14,8,-15,3,
840,1,0.3599999999999999,creg3c,-8,-933.7624025917008,,1488.0,5,-10,11,-8,8,-15,3,
841,1,0.3599999999999999,creg3a,11,-922.7624025917008,,1488.4,5,-10,11,-8,8,-15,3,
842,1,0.3599999999999999,creg3a,11,-922.7624025917008,,1488.8,5,-10,11,-8,8,-15,3,
843,1,0.3599999999999999,creg3a,11,-922.7624025917008,,1489.2,5,-10,11,-8,8,-15,3,
844,1,0.3599999999999999,creg3a,11,-922.7624025917008,,1489.6,5,-10,11,-8,8,-15,3,
845,1,0.3599999999999999,creg3a,11,-922.7624025917008,,1490.0,5,-10,11,-8,8,-15,3,
846,1,0.3599999999999999,creg4b,-16,-922.693016315502,,1490.4,5,-10,11,-8,8,-16,3,
847,1,0.3599999999999999,creg3a,11,-922.693016315502,,1490.8,5,-10,11,-8,8,-16,3,
848,1,0.3599999999999999,creg3a,11,-922.693016315502,,1491.2,5,-10,11,-8,8,-16,3,
849,1,0.3599999999999999,creg3a,11,-922.693016315502,,1491.6,5,-10,11,-8,8,-16,3,
850,1,0.3599999999999999,creg3a,11,-922.693016315502,,1492.0,5,-10,11,-8,8,-16,3,
851,1,0.3599999999999999,creg3a,11,-922.693016315502,,1492.4,5,-10,11,-8,8,-16,3,
852,1,0.3599999999999999,creg3a,11,-922.693016315502,,1492.8,5,-10,11,-8,8,-16,3,
853,1,0.3599999999999999,creg1a,6,-1122.853344403392,,1493.2,6,-10,11,-8,8,-16,3,
854,1,0.3599999999999999,creg1a,6,-1122.853344403392,,1493.6,6,-10,11,-8,8,-16,3,
855,1,0.3599999999999999,creg1a,6,-1122.853344403392,,1494.0,6,-10,11,-8,8,-16,3,
856,1,0.3599999999999999,creg3a,-12,-1134.2738078042692,,1494.4,6,-10,-12,-8,8,-16,3,
857,1,0.3599999999999999,creg1a,6,-1122.7738078042692,,1494.8,6,-10,-12,-8,8,-16,3,
858,1,0.3599999999999999,creg1a,0,-1122.7738078042692,,1495.2,6,-10,-12,-8,8,-16,3,
859,1,0.3599999999999999,creg1a,6,-1122.7738078042692,,1495.6,6,-10,-12,-8,8,-16,3,
860,1,0.3599999999999999,creg1a,6,-1122.7738078042692,,1496.0,6,-10,-12,-8,8,-16,3,
861,1,0.3599999999999999,creg1a,6,-1122.7738078042692,,1496.4,6,-10,-12,-8,8,-16,3,
862,1,0.3599999999999999,creg1a,6,-1122.7738078042692,,1496.8,6,-10,-12,-8,8,-16,3,
863,1,0.3599999999999999,creg1a,6,-1122.7738078042692,,1497.2,6,-10,-12,-8,8,-16,3,
864,1,0.3599999999999999,creg1a,6,-1122.7738078042692,,1497.6,6,-10,-12,-8,8,-16,3,
865,1,0.3599999999999999,creg1a,6,-1122.7738078042692,,1498.0,6,-10,-12,-8,8,-16,3,
866,1,0.3599999999999999,creg1a,6,-1122.7738078042692,,1498.4,6,-10,-12,-8,8,-16,3,
867,1,0.3599999999999999,creg1a,6,-1122.7738078042692,,1498.8,6,-10,-12,-8,8,-16,3,
868,1,0.3599999999999999,creg1a,6,-1122.7738078042692,,1499.2,6,-10,-12,-8,8,-16,3,
869,1,0.3599999999999999,creg1a,6,-1122.7738078042692,,1499.6,6,-10,-12,-8,8,-16,3,
870,1,0.3599999999999999,creg1a,6,-1122.7738078042692,,1500.0,6,-10,-12,-8,8,-16,3,
871,1,0.3599999999999999,creg1a,6,-1122.7738078042692,,1500.4,6,-10,-12,-8,8,-16,3,
872,1,0.3599999999999999,creg1a,6,-1122.7738078042692,,1500.8,6,-10,-12,-8,8,-16,3,
873,1,0.3599999999999999,creg1a,6,-1122.7738078042692,,1501.2,6,-10,-12,-8,8,-16,3,
874,1,0.3599999999999999,creg1a,6,-1122.7738078042692,,1501.6,6,-10,-12,-8,8,-16,3,
875,1,0.3599999999999999,creg4a,6,-1123.5042787544621,,1502.0,6,-10,-12,-8,6,-16,3,
876,1,0.3599999999999999,creg1a,6,-1122.5042787544621,,1502.4,6,-10,-12,-8,6,-16,3,
877,1,0.3599999999999999,creg1a,6,-1122.5042787544621,,1502.8,6,-10,-12,-8,6,-16,3,
878,1,0.3599999999999999,creg1a,6,-1122.5042787544621,,1503.2,6,-10,-12,-8,6,-16,3,
879,1,0.3599999999999999,creg1a,6,-1122.5042787544621,,1503.6,6,-10,-12,-8,6,-16,3,
880,1,0.3599999999999999,creg4a,-12,-860.2630708759742,,1504.0,6,-10,-12,-8,-12,-16,3,
881,1,0.3599999999999999,creg1a,6,-851.2630708759742,,1504.4,6,-10,-12,-8,-12,-16,3,
882,1,0.3599999999999999,creg4a,8,-1132.7738078042692,,1504.8,6,-10,-12,-8,8,-16,3,
883,1,0.3599999999999999,creg1a,6,-1122.7738078042692,,1505.2,6,-10,-12,-8,8,-16,3,
884,1,0.3599999999999999,creg1a,6,-1122.7738078042692,,1505.6,6,-10,-12,-8,8,-16,3,
885,1,0.3599999999999999,creg1a,6,-1122.7738078042692,,1506.0,6,-10,-12,-8,8,-16,3,
886,1,0.3599999999999999,creg1a,6,-1122.7738078042692,,1506.4,6,-10,-12,-8,8,-16,3,
887,1,0.3599999999999999,creg1a,6,-1122.7738078042692,,1506.8,6,-10,-12,-8,8,-16,3,
888,1,0.3599999999999999,creg1a,6,-1122.7738078042692,,1507.2,6,-10,-12,-8,8,-16,3,
889,1,0.3599999999999999,creg1a,6,-1122.7738078042692,,1507.6,6,-10,-12,-8,8,-16,3,
890,1,0.3599999999999999,creg1a,6,-1122.7738078042692,,1508.0,6,-10,-12,-8,8,-16,3,
891,1,0.3599999999999999,creg3a,11,-1134.3533444032525,,1508.4,6,-10,11,-8,8,-16,3,
892,1,0.3599999999999999,creg1a,6,-1122.8533444032525,,1508.8,6,-10,11,-8,8,-16,3,
893,1,0.3599999999999999,creg1a,6,-1122.8533444032525,,1509.2,6,-10,11,-8,8,-16,3,
894,1,0.3599999999999999,creg1a,6,-1122.8533444032525,,1509.6,6,-10,11,-8,8,-16,3,
895,1,0.3599999999999999,creg1a,6,-1122.8533444032525,,1510.0,6,-10,11,-8,8,-16,3,
896,1,0.3599999999999999,creg1a,6,-1122.8533444032525,,1510.4,6,-10,11,-8,8,-16,3,
897,1,0.3599999999999999,creg1a,6,-1122.8533444032525,,1510.8,6,-10,11,-8,8,-16,3,
898,1,0.3599999999999999,creg1a,6,-1122.8533444032525,,1511.2,6,-10,11,-8,8,-16,3,
899,1,0.3599999999999999,creg1a,6,-1122.8533444032525,,1511.6,6,-10,11,-8,8,-16,3,
900,1,0.3599999999999999,creg1a,6,-1122.8533444032525,,1512.0,6,-10,11,-8,8,-16,3,
901,1,0.3599999999999999,creg3c,-13,-1175.3515278072832,,1512.4,6,-10,11,-13,8,-16,3,
902,1,0.3599999999999999,creg3c,-13,-1172.8515278072832,,1512.8,6,-10,11,-13,8,-16,3,
903,1,0.3599999999999999,creg3c,-13,-1172.8515278072832,,1513.2,6,-10,11,-13,8,-16,3,
904,1,0.3599999999999999,creg3c,-13,-1172.8515278072832,,1513.6,6,-10,11,-13,8,-16,3,
905,1,0.3599999999999999,creg4b,5,-1184.8279675810277,,1514.0,6,-10,11,-13,8,5,3,
906,1,0.3599999999999999,creg4b,5,-1174.3279675810277,,1514.4,6,-10,11,-13,8,5,3,
907,1,0.3599999999999999,creg4b,5,-1174.3279675810277,,1514.8,6,-10,11,-13,8,5,3,
908,1,0.3599999999999999,creg4b,5,-1174.3279675810277,,1515.2,6,-10,11,-13,8,5,3,
909,1,0.3599999999999999,creg4b,14,-1179.8814271758038,,1515.6,6,-10,11,-13,8,14,3,
910,1,0.3599999999999999,creg2a,-5,-1177.902899263023,,1516.0,6,-5,11,-13,8,14,3,
911,1,0.3599999999999999,creg4b,2,-1180.0379760840997,,1516.4,6,-5,11,-13,8,2,3,
912,1,0.3599999999999999,creg4b,2,-1174.0379760840997,,1516.8,6,-5,11,-13,8,2,3,
913,1,0.3599999999999999,creg4b,2,-1174.0379760840997,,1517.2,6,-5,11,-13,8,2,3,
914,1,0.3599999999999999,creg4b,2,-1174.0379760840997,,1517.6,6,-5,11,-13,8,2,3,
915,1,0.3599999999999999,creg4b,2,-1174.0379760840997,,1518.0,6,-5,11,-13,8,2,3,
916,1,0.3599999999999999,creg4b,2,-1174.0379760840997,,1518.4,6,-5,11,-13,8,2,3,
917,1,0.3599999999999999,creg4b,2,-1174.0379760840997,,1518.8,6,-5,11,-13,8,2,3,
918,1,0.3599999999999999,creg4b,2,-1174.0379760840997,,1519.2,6,-5,11,-13,8,2,3,
919,1,0.3599999999999999,creg4b,2,-1174.0379760840997,,1519.6,6,-5,11,-13,8,2,3,
920,1,0.3599999999999999,creg4b,2,-1174.0379760840997,,1520.0,6,-5,11,-13,8,2,3,
