Index,Step,Point,Load_Mult,Reg Changed,Tap Changed,Reward,Regulator States,Time,creg1a,creg2a,creg3a,creg3c,creg4a,creg4b,creg4c,
24282,1243,1,0.3599999999999999,creg4a,-7,-61.092670742895514,,9713.2,7,-5,-13,-11,-7,-12,-9,
24283,1244,1,0.3599999999999999,creg4a,-7,-61.092670742895514,,9713.6,7,-5,-13,-11,-7,-12,-9,
24284,1245,1,0.3599999999999999,creg4a,-7,-61.092670742895514,,9714.0,7,-5,-13,-11,-7,-12,-9,
24285,1246,1,0.3599999999999999,creg4a,-7,-61.092670742895514,,9714.4,7,-5,-13,-11,-7,-12,-9,
24286,1247,1,0.3599999999999999,creg4a,-7,-61.092670742895514,,9714.8,7,-5,-13,-11,-7,-12,-9,
24287,1248,1,0.3599999999999999,creg4a,-7,-61.092670742895514,,9715.2,7,-5,-13,-11,-7,-12,-9,
24288,1249,1,0.3599999999999999,creg4a,-7,-61.092670742895514,,9715.6,7,-5,-13,-11,-7,-12,-9,
24289,1250,1,0.3599999999999999,creg4a,-7,-61.092670742895514,,9716.0,7,-5,-13,-11,-7,-12,-9,
24290,1251,1,0.3599999999999999,creg4a,-7,-61.092670742895514,,9716.4,7,-5,-13,-11,-7,-12,-9,
24291,1252,1,0.3599999999999999,creg1a,-7,-1946.5363454673686,,9716.8,-7,-5,-13,-11,-7,-12,-9,
24292,1253,1,0.3599999999999999,creg1a,6,-67.56111413566187,,9717.2,6,-5,-13,-11,-7,-12,-9,
24293,1254,1,0.3599999999999999,creg3a,6,-70.62180970054213,,9717.6,6,-5,6,-11,-7,-12,-9,
24294,1255,1,0.3599999999999999,creg3c,-11,-61.12180970054213,,9718.0,6,-5,6,-11,-7,-12,-9,
24295,1256,1,0.3599999999999999,creg3c,-11,-61.12180970054213,,9718.4,6,-5,6,-11,-7,-12,-9,
24296,1257,1,0.3599999999999999,creg2a,-8,-62.60945596736875,,9718.8,6,-8,6,-11,-7,-12,-9,
24297,1258,1,0.3599999999999999,creg3c,-11,-61.10945596736875,,9719.2,6,-8,6,-11,-7,-12,-9,
24298,1259,1,0.3599999999999999,creg3c,-11,-61.10945596736875,,9719.6,6,-8,6,-11,-7,-12,-9,
24299,1260,1,0.3599999999999999,creg3c,-11,-61.10945596736875,,9720.0,6,-8,6,-11,-7,-12,-9,
24300,1261,1,0.3599999999999999,creg2a,-8,-61.10945596736875,,9720.4,6,-8,6,-11,-7,-12,-9,
24301,1262,1,0.3599999999999999,creg2a,-8,-61.10945596736875,,9720.8,6,-8,6,-11,-7,-12,-9,
24302,1263,1,0.3599999999999999,creg2a,-8,-61.10945596736875,,9721.2,6,-8,6,-11,-7,-12,-9,
24303,1264,1,0.3599999999999999,creg2a,-8,-61.10945596736875,,9721.6,6,-8,6,-11,-7,-12,-9,
24304,1265,1,0.3599999999999999,creg3a,7,-61.11507314188039,,9722.0,6,-8,7,-11,-7,-12,-9,
24305,1266,1,0.3599999999999999,creg3a,7,-61.11507314188039,,9722.4,6,-8,7,-11,-7,-12,-9,
24306,1267,1,0.3599999999999999,creg3a,7,-61.11507314188039,,9722.8,6,-8,7,-11,-7,-12,-9,
24307,1268,1,0.3599999999999999,creg3a,7,-61.11507314188039,,9723.2,6,-8,7,-11,-7,-12,-9,
24308,1269,1,0.3599999999999999,creg3a,7,-61.11507314188039,,9723.6,6,-8,7,-11,-7,-12,-9,
24309,1270,1,0.3599999999999999,creg3a,7,-61.11507314188039,,9724.0,6,-8,7,-11,-7,-12,-9,
24310,1271,1,0.3599999999999999,creg3a,7,-61.11507314188039,,9724.4,6,-8,7,-11,-7,-12,-9,
24311,1272,1,0.3599999999999999,creg3a,7,-61.11507314188039,,9724.8,6,-8,7,-11,-7,-12,-9,
24312,1273,1,0.3599999999999999,creg3a,-2,-25.581930033314382,,9725.2,6,-8,-2,-11,-7,-12,-9,
24313,1274,1,0.3599999999999999,creg2a,-8,-21.081930033314382,,9725.6,6,-8,-2,-11,-7,-12,-9,
24314,1275,1,0.3599999999999999,creg2a,-8,-21.081930033314382,,9726.0,6,-8,-2,-11,-7,-12,-9,
24315,1276,1,0.3599999999999999,creg2a,-8,-21.081930033314382,,9726.4,6,-8,-2,-11,-7,-12,-9,
24316,1277,1,0.3599999999999999,creg2a,-8,-21.081930033314382,,9726.8,6,-8,-2,-11,-7,-12,-9,
24317,1278,1,0.3599999999999999,creg2a,-8,-21.081930033314382,,9727.2,6,-8,-2,-11,-7,-12,-9,
24318,1279,1,0.3599999999999999,creg2a,-8,-21.081930033314382,,9727.6,6,-8,-2,-11,-7,-12,-9,
24319,1280,1,0.3599999999999999,creg2a,-8,-21.081930033314382,,9728.0,6,-8,-2,-11,-7,-12,-9,
24320,1281,1,0.3599999999999999,creg2a,-8,-21.081930033314382,,9728.4,6,-8,-2,-11,-7,-12,-9,
24321,1282,1,0.3599999999999999,creg2a,-8,-21.081930033314382,,9728.8,6,-8,-2,-11,-7,-12,-9,
24322,1283,1,0.3599999999999999,creg2a,-8,-21.081930033314382,,9729.2,6,-8,-2,-11,-7,-12,-9,
24323,1284,1,0.3599999999999999,creg2a,-8,-21.081930033314382,,9729.6,6,-8,-2,-11,-7,-12,-9,
24324,1285,1,0.3599999999999999,creg2a,-8,-21.081930033314382,,9730.0,6,-8,-2,-11,-7,-12,-9,
24325,1286,1,0.3599999999999999,creg2a,-8,-21.081930033314382,,9730.4,6,-8,-2,-11,-7,-12,-9,
24326,1287,1,0.3599999999999999,creg2a,-8,-21.081930033314382,,9730.8,6,-8,-2,-11,-7,-12,-9,
24327,1288,1,0.3599999999999999,creg2a,-8,-21.081930033314382,,9731.2,6,-8,-2,-11,-7,-12,-9,
24328,1289,1,0.3599999999999999,creg2a,-8,-21.081930033314382,,9731.6,6,-8,-2,-11,-7,-12,-9,
24329,1290,1,0.3599999999999999,creg2a,-8,-21.081930033314382,,9732.0,6,-8,-2,-11,-7,-12,-9,
24330,1291,1,0.3599999999999999,creg2a,-8,-21.081930033314382,,9732.4,6,-8,-2,-11,-7,-12,-9,
24331,1292,1,0.3599999999999999,creg2a,-8,-21.081930033314382,,9732.8,6,-8,-2,-11,-7,-12,-9,
24332,1293,1,0.3599999999999999,creg2a,-8,-21.081930033314382,,9733.2,6,-8,-2,-11,-7,-12,-9,
24333,1294,1,0.3599999999999999,creg2a,-8,-21.081930033314382,,9733.6,6,-8,-2,-11,-7,-12,-9,
24334,1295,1,0.3599999999999999,creg2a,-8,-21.081930033314382,,9734.0,6,-8,-2,-11,-7,-12,-9,
24335,1296,1,0.3599999999999999,creg2a,-8,-21.081930033314382,,9734.4,6,-8,-2,-11,-7,-12,-9,
24336,1297,1,0.3599999999999999,creg2a,-8,-21.081930033314382,,9734.8,6,-8,-2,-11,-7,-12,-9,
24337,1298,1,0.3599999999999999,creg2a,-8,-21.081930033314382,,9735.2,6,-8,-2,-11,-7,-12,-9,
24338,1299,1,0.3599999999999999,creg2a,-8,-21.081930033314382,,9735.6,6,-8,-2,-11,-7,-12,-9,
24339,1300,1,0.3599999999999999,creg2a,-8,-21.081930033314382,,9736.0,6,-8,-2,-11,-7,-12,-9,
24340,1301,1,0.3599999999999999,creg2a,-8,-21.081930033314382,,9736.4,6,-8,-2,-11,-7,-12,-9,
24341,1302,1,0.3599999999999999,creg2a,-6,-22.09012333981198,,9736.8,6,-6,-2,-11,-7,-12,-9,
24342,1303,1,0.3599999999999999,creg2a,-8,-22.08193003328533,,9737.2,6,-8,-2,-11,-7,-12,-9,
24343,1304,1,0.3599999999999999,creg2a,-8,-21.08193003328533,,9737.6,6,-8,-2,-11,-7,-12,-9,
24344,1305,1,0.3599999999999999,creg2a,-8,-21.08193003328533,,9738.0,6,-8,-2,-11,-7,-12,-9,
24345,1306,1,0.3599999999999999,creg2a,-8,-21.08193003328533,,9738.4,6,-8,-2,-11,-7,-12,-9,
24346,1307,1,0.3599999999999999,creg2a,-8,-21.08193003328533,,9738.8,6,-8,-2,-11,-7,-12,-9,
24347,1308,1,0.3599999999999999,creg2a,-6,-22.09012333981198,,9739.2,6,-6,-2,-11,-7,-12,-9,
24348,1309,1,0.3599999999999999,creg2a,-8,-22.08193003328533,,9739.6,6,-8,-2,-11,-7,-12,-9,
24349,1310,1,0.3599999999999999,creg2a,-8,-21.08193003328533,,9740.0,6,-8,-2,-11,-7,-12,-9,
24350,1311,1,0.3599999999999999,creg2a,-8,-21.08193003328533,,9740.4,6,-8,-2,-11,-7,-12,-9,
24351,1312,1,0.3599999999999999,creg2a,-8,-21.08193003328533,,9740.8,6,-8,-2,-11,-7,-12,-9,
24352,1313,1,0.3599999999999999,creg2a,-8,-21.08193003328533,,9741.2,6,-8,-2,-11,-7,-12,-9,
24353,1314,1,0.3599999999999999,creg2a,-8,-21.08193003328533,,9741.6,6,-8,-2,-11,-7,-12,-9,
24354,1315,1,0.3599999999999999,creg2a,-8,-21.08193003328533,,9742.0,6,-8,-2,-11,-7,-12,-9,
24355,1316,1,0.3599999999999999,creg2a,-8,-21.08193003328533,,9742.4,6,-8,-2,-11,-7,-12,-9,
24356,1317,1,0.3599999999999999,creg2a,-8,-21.08193003328533,,9742.8,6,-8,-2,-11,-7,-12,-9,
24357,1318,1,0.3599999999999999,creg2a,-8,-21.08193003328533,,9743.2,6,-8,-2,-11,-7,-12,-9,
24358,1319,1,0.3599999999999999,creg2a,-8,-21.08193003328533,,9743.6,6,-8,-2,-11,-7,-12,-9,
24359,1320,1,0.3599999999999999,creg2a,-8,-21.08193003328533,,9744.0,6,-8,-2,-11,-7,-12,-9,
24360,1321,1,0.3599999999999999,creg2a,-8,-21.08193003328533,,9744.4,6,-8,-2,-11,-7,-12,-9,
24361,1322,1,0.3599999999999999,creg3a,-7,-23.5685666464359,,9744.8,6,-8,-7,-11,-7,-12,-9,
24362,1323,1,0.3599999999999999,creg3a,6,-67.60945596736875,,9745.2,6,-8,6,-11,-7,-12,-9,
24363,1324,1,0.3599999999999999,creg3a,-1,-24.584606316516723,,9745.6,6,-8,-1,-11,-7,-12,-9,
24364,1325,1,0.3599999999999999,creg3a,-1,-21.084606316516723,,9746.0,6,-8,-1,-11,-7,-12,-9,
24365,1326,1,0.3599999999999999,creg3a,-1,-21.084606316516723,,9746.4,6,-8,-1,-11,-7,-12,-9,
24366,1327,1,0.3599999999999999,creg3a,-1,-21.084606316516723,,9746.8,6,-8,-1,-11,-7,-12,-9,
24367,1328,1,0.3599999999999999,creg3a,-1,-21.084606316516723,,9747.2,6,-8,-1,-11,-7,-12,-9,
24368,1329,1,0.3599999999999999,creg3a,-1,-21.084606316516723,,9747.6,6,-8,-1,-11,-7,-12,-9,
24369,1330,1,0.3599999999999999,creg3a,-1,-21.084606316516723,,9748.0,6,-8,-1,-11,-7,-12,-9,
24370,1331,1,0.3599999999999999,creg3a,-1,-21.084606316516723,,9748.4,6,-8,-1,-11,-7,-12,-9,
24371,1332,1,0.3599999999999999,creg3a,-1,-21.084606316516723,,9748.8,6,-8,-1,-11,-7,-12,-9,
24372,1333,1,0.3599999999999999,creg2a,-8,-21.084606316516723,,9749.2,6,-8,-1,-11,-7,-12,-9,
24373,1334,1,0.3599999999999999,creg2a,-8,-21.084606316516723,,9749.6,6,-8,-1,-11,-7,-12,-9,
24374,1335,1,0.3599999999999999,creg2a,-8,-21.084606316516723,,9750.0,6,-8,-1,-11,-7,-12,-9,
24375,1336,1,0.3599999999999999,creg2a,-8,-21.084606316516723,,9750.4,6,-8,-1,-11,-7,-12,-9,
24376,1337,1,0.3599999999999999,creg2a,-8,-21.084606316516723,,9750.8,6,-8,-1,-11,-7,-12,-9,
24377,1338,1,0.3599999999999999,creg2a,-8,-21.084606316516723,,9751.2,6,-8,-1,-11,-7,-12,-9,
24378,1339,1,0.3599999999999999,creg2a,-8,-21.084606316516723,,9751.6,6,-8,-1,-11,-7,-12,-9,
24379,1340,1,0.3599999999999999,creg2a,-8,-21.084606316516723,,9752.0,6,-8,-1,-11,-7,-12,-9,
24380,1341,1,0.3599999999999999,creg2a,-8,-21.084606316516723,,9752.4,6,-8,-1,-11,-7,-12,-9,
24381,1342,1,0.3599999999999999,creg2a,-8,-21.084606316516723,,9752.8,6,-8,-1,-11,-7,-12,-9,
24382,1343,1,0.3599999999999999,creg2a,-8,-21.084606316516723,,9753.2,6,-8,-1,-11,-7,-12,-9,
24383,1344,1,0.3599999999999999,creg2a,-8,-21.084606316516723,,9753.6,6,-8,-1,-11,-7,-12,-9,
24384,1345,1,0.3599999999999999,creg3a,-1,-21.084606316516723,,9754.0,6,-8,-1,-11,-7,-12,-9,
24385,1346,1,0.3599999999999999,creg3a,-1,-21.084606316516723,,9754.4,6,-8,-1,-11,-7,-12,-9,
24386,1347,1,0.3599999999999999,creg3a,-1,-21.084606316516723,,9754.8,6,-8,-1,-11,-7,-12,-9,
24387,1348,1,0.3599999999999999,creg3a,-1,-21.084606316516723,,9755.2,6,-8,-1,-11,-7,-12,-9,
24388,1349,1,0.3599999999999999,creg3a,-1,-21.084606316516723,,9755.6,6,-8,-1,-11,-7,-12,-9,
24389,1350,1,0.3599999999999999,creg3a,-1,-21.084606316516723,,9756.0,6,-8,-1,-11,-7,-12,-9,
24390,1351,1,0.3599999999999999,creg3a,-1,-21.084606316516723,,9756.4,6,-8,-1,-11,-7,-12,-9,
24391,1352,1,0.3599999999999999,creg3a,-1,-21.084606316516723,,9756.8,6,-8,-1,-11,-7,-12,-9,
24392,1353,1,0.3599999999999999,creg3a,-1,-21.084606316516723,,9757.2,6,-8,-1,-11,-7,-12,-9,
24393,1354,1,0.3599999999999999,creg3a,-1,-21.084606316516723,,9757.6,6,-8,-1,-11,-7,-12,-9,
24394,1355,1,0.3599999999999999,creg3a,-1,-21.084606316516723,,9758.0,6,-8,-1,-11,-7,-12,-9,
24395,1356,1,0.3599999999999999,creg3a,-1,-21.084606316516723,,9758.4,6,-8,-1,-11,-7,-12,-9,
24396,1357,1,0.3599999999999999,creg3a,-1,-21.084606316516723,,9758.8,6,-8,-1,-11,-7,-12,-9,
24397,1358,1,0.3599999999999999,creg3a,-1,-21.084606316516723,,9759.2,6,-8,-1,-11,-7,-12,-9,
24398,1359,1,0.3599999999999999,creg2a,-15,-64.55446200985011,,9759.6,6,-15,-1,-11,-7,-12,-9,
24399,1360,1,0.3599999999999999,creg4a,-7,-61.05446200985011,,9760.0,6,-15,-1,-11,-7,-12,-9,
24400,1361,1,0.3599999999999999,creg4a,-7,-61.05446200985011,,9760.4,6,-15,-1,-11,-7,-12,-9,
24401,1362,1,0.3599999999999999,creg1a,11,-1583.883959041587,,9760.8,11,-15,-1,-11,-7,-12,-9,
24402,1363,1,0.3599999999999999,creg3c,-11,-1581.383959041587,,9761.2,11,-15,-1,-11,-7,-12,-9,
24403,1364,1,0.3599999999999999,creg3c,-11,-1581.383959041587,,9761.6,11,-15,-1,-11,-7,-12,-9,
24404,1365,1,0.3599999999999999,creg3c,-11,-1581.383959041587,,9762.0,11,-15,-1,-11,-7,-12,-9,
24405,1366,1,0.3599999999999999,creg3c,-11,-1581.383959041587,,9762.4,11,-15,-1,-11,-7,-12,-9,
24406,1367,1,0.3599999999999999,creg3c,-11,-1581.383959041587,,9762.8,11,-15,-1,-11,-7,-12,-9,
24407,1368,1,0.3599999999999999,creg3c,-11,-1581.383959041587,,9763.2,11,-15,-1,-11,-7,-12,-9,
24408,1369,1,0.3599999999999999,creg3c,-11,-1581.383959041587,,9763.6,11,-15,-1,-11,-7,-12,-9,
24409,1370,1,0.3599999999999999,creg3c,-11,-1581.383959041587,,9764.0,11,-15,-1,-11,-7,-12,-9,
24410,1371,1,0.3599999999999999,creg3c,-11,-1581.383959041587,,9764.4,11,-15,-1,-11,-7,-12,-9,
24411,1372,1,0.3599999999999999,creg3c,-11,-1581.383959041587,,9764.8,11,-15,-1,-11,-7,-12,-9,
24412,1373,1,0.3599999999999999,creg3c,-11,-1581.383959041587,,9765.2,11,-15,-1,-11,-7,-12,-9,
24413,1374,1,0.3599999999999999,creg3c,-11,-1581.383959041587,,9765.6,11,-15,-1,-11,-7,-12,-9,
24414,1375,1,0.3599999999999999,creg3c,-11,-1581.383959041587,,9766.0,11,-15,-1,-11,-7,-12,-9,
24415,1376,1,0.3599999999999999,creg3c,-11,-1581.383959041587,,9766.4,11,-15,-1,-11,-7,-12,-9,
24416,1377,1,0.3599999999999999,creg3c,-11,-1581.383959041587,,9766.8,11,-15,-1,-11,-7,-12,-9,
24417,1378,1,0.3599999999999999,creg3c,-11,-1581.383959041587,,9767.2,11,-15,-1,-11,-7,-12,-9,
24418,1379,1,0.3599999999999999,creg3c,-11,-1581.383959041587,,9767.6,11,-15,-1,-11,-7,-12,-9,
24419,1380,1,0.3599999999999999,creg3c,-11,-1581.383959041587,,9768.0,11,-15,-1,-11,-7,-12,-9,
24420,1381,1,0.3599999999999999,creg3c,-11,-1581.383959041587,,9768.4,11,-15,-1,-11,-7,-12,-9,
24421,1382,1,0.3599999999999999,creg3c,-11,-1581.383959041587,,9768.8,11,-15,-1,-11,-7,-12,-9,
24422,1383,1,0.3599999999999999,creg3c,-11,-1581.383959041587,,9769.2,11,-15,-1,-11,-7,-12,-9,
24423,1384,1,0.3599999999999999,creg3c,-11,-1581.383959041587,,9769.6,11,-15,-1,-11,-7,-12,-9,
24424,1385,1,0.3599999999999999,creg3c,-11,-1581.383959041587,,9770.0,11,-15,-1,-11,-7,-12,-9,
24425,1386,1,0.3599999999999999,creg3c,-11,-1581.383959041587,,9770.4,11,-15,-1,-11,-7,-12,-9,
24426,1387,1,0.3599999999999999,creg3c,-11,-1581.383959041587,,9770.8,11,-15,-1,-11,-7,-12,-9,
24427,1388,1,0.3599999999999999,creg3c,-11,-1581.383959041587,,9771.2,11,-15,-1,-11,-7,-12,-9,
24428,1389,1,0.3599999999999999,creg3c,-11,-1581.383959041587,,9771.6,11,-15,-1,-11,-7,-12,-9,
24429,1390,1,0.3599999999999999,creg3c,-11,-1581.383959041587,,9772.0,11,-15,-1,-11,-7,-12,-9,
24430,1391,1,0.3599999999999999,creg3c,-11,-1581.383959041587,,9772.4,11,-15,-1,-11,-7,-12,-9,
24431,1392,1,0.3599999999999999,creg3c,-11,-1581.383959041587,,9772.8,11,-15,-1,-11,-7,-12,-9,
24432,1393,1,0.3599999999999999,creg3c,-11,-1581.383959041587,,9773.2,11,-15,-1,-11,-7,-12,-9,
24433,1394,1,0.3599999999999999,creg3c,-11,-1581.383959041587,,9773.6,11,-15,-1,-11,-7,-12,-9,
24434,1395,1,0.3599999999999999,creg3c,-11,-1581.383959041587,,9774.0,11,-15,-1,-11,-7,-12,-9,
24435,1396,1,0.3599999999999999,creg3c,-11,-1581.383959041587,,9774.4,11,-15,-1,-11,-7,-12,-9,
24436,1397,1,0.3599999999999999,creg1a,6,-63.55446201006612,,9774.8,6,-15,-1,-11,-7,-12,-9,
24437,1398,1,0.3599999999999999,creg2a,-11,-23.072502113067955,,9775.2,6,-11,-1,-11,-7,-12,-9,
24438,1399,1,0.3599999999999999,creg2a,-11,-21.072502113067955,,9775.6,6,-11,-1,-11,-7,-12,-9,
24439,1400,1,0.3599999999999999,creg2a,-11,-21.072502113067955,,9776.0,6,-11,-1,-11,-7,-12,-9,
24440,1401,1,0.3599999999999999,creg2a,-11,-21.072502113067955,,9776.4,6,-11,-1,-11,-7,-12,-9,
24441,1402,1,0.3599999999999999,creg2a,-11,-21.072502113067955,,9776.8,6,-11,-1,-11,-7,-12,-9,
24442,1403,1,0.3599999999999999,creg2a,-11,-21.072502113067955,,9777.2,6,-11,-1,-11,-7,-12,-9,
24443,1404,1,0.3599999999999999,creg2a,-11,-21.072502113067955,,9777.6,6,-11,-1,-11,-7,-12,-9,
24444,1405,1,0.3599999999999999,creg2a,-11,-21.072502113067955,,9778.0,6,-11,-1,-11,-7,-12,-9,
24445,1406,1,0.3599999999999999,creg2a,-11,-21.072502113067955,,9778.4,6,-11,-1,-11,-7,-12,-9,
24446,1407,1,0.3599999999999999,creg2a,-11,-21.072502113067955,,9778.8,6,-11,-1,-11,-7,-12,-9,
24447,1408,1,0.3599999999999999,creg2a,-11,-21.072502113067955,,9779.2,6,-11,-1,-11,-7,-12,-9,
24448,1409,1,0.3599999999999999,creg3a,-1,-21.072502113067955,,9779.6,6,-11,-1,-11,-7,-12,-9,
24449,1410,1,0.3599999999999999,creg3a,-1,-21.072502113067955,,9780.0,6,-11,-1,-11,-7,-12,-9,
24450,1411,1,0.3599999999999999,creg3a,-1,-21.072502113067955,,9780.4,6,-11,-1,-11,-7,-12,-9,
24451,1412,1,0.3599999999999999,creg3a,-1,-21.072502113067955,,9780.8,6,-11,-1,-11,-7,-12,-9,
24452,1413,1,0.3599999999999999,creg3a,-1,-21.072502113067955,,9781.2,6,-11,-1,-11,-7,-12,-9,
24453,1414,1,0.3599999999999999,creg3a,-1,-21.072502113067955,,9781.6,6,-11,-1,-11,-7,-12,-9,
24454,1415,1,0.3599999999999999,creg3a,3,-23.083205581278555,,9782.0,6,-11,3,-11,-7,-12,-9,
24455,1416,1,0.3599999999999999,creg3a,-1,-23.072502113067955,,9782.4,6,-11,-1,-11,-7,-12,-9,
24456,1417,1,0.3599999999999999,creg3a,-1,-21.072502113067955,,9782.8,6,-11,-1,-11,-7,-12,-9,
24457,1418,1,0.3599999999999999,creg3a,-1,-21.072502113067955,,9783.2,6,-11,-1,-11,-7,-12,-9,
24458,1419,1,0.3599999999999999,creg3a,-1,-21.072502113067955,,9783.6,6,-11,-1,-11,-7,-12,-9,
24459,1420,1,0.3599999999999999,creg3a,-14,-67.5312318417981,,9784.0,6,-11,-14,-11,-7,-12,-9,
24460,1421,1,0.3599999999999999,creg3a,6,-71.09732980848608,,9784.4,6,-11,6,-11,-7,-12,-9,
24461,1422,1,0.3599999999999999,creg3a,-1,-24.572502113067955,,9784.8,6,-11,-1,-11,-7,-12,-9,
24462,1423,1,0.3599999999999999,creg1a,-13,-2777.5019155669843,,9785.2,-13,-11,-1,-11,-7,-12,-9,
24463,1424,1,0.3599999999999999,creg1a,6,-30.572502113067955,,9785.6,6,-11,-1,-11,-7,-12,-9,
24464,1425,1,0.3599999999999999,creg2a,14,-73.69068112386368,,9786.0,6,14,-1,-11,-7,-12,-9,
24465,1426,1,0.3599999999999999,creg3a,-1,-61.19068112386368,,9786.4,6,14,-1,-11,-7,-12,-9,
24466,1427,1,0.3599999999999999,creg3a,-1,-61.19068112386368,,9786.8,6,14,-1,-11,-7,-12,-9,
24467,1428,1,0.3599999999999999,creg3a,-1,-61.19068112386368,,9787.2,6,14,-1,-11,-7,-12,-9,
24468,1429,1,0.3599999999999999,creg3a,-1,-61.19068112386368,,9787.6,6,14,-1,-11,-7,-12,-9,
24469,1430,1,0.3599999999999999,creg3a,-1,-61.19068112386368,,9788.0,6,14,-1,-11,-7,-12,-9,
24470,1431,1,0.3599999999999999,creg3a,-1,-61.19068112386368,,9788.4,6,14,-1,-11,-7,-12,-9,
24471,1432,1,0.3599999999999999,creg3a,-1,-61.19068112386368,,9788.8,6,14,-1,-11,-7,-12,-9,
24472,1433,1,0.3599999999999999,creg3a,-1,-61.19068112386368,,9789.2,6,14,-1,-11,-7,-12,-9,
24473,1434,1,0.3599999999999999,creg3a,-1,-61.19068112386368,,9789.6,6,14,-1,-11,-7,-12,-9,
24474,1435,1,0.3599999999999999,creg3a,-1,-61.19068112386368,,9790.0,6,14,-1,-11,-7,-12,-9,
24475,1436,1,0.3599999999999999,creg3a,-1,-61.19068112386368,,9790.4,6,14,-1,-11,-7,-12,-9,
24476,1437,1,0.3599999999999999,creg3a,-1,-61.19068112386368,,9790.8,6,14,-1,-11,-7,-12,-9,
24477,1438,1,0.3599999999999999,creg4c,4,-428.51590725415656,,9791.2,6,14,-1,-11,-7,-12,4,
24478,1439,1,0.3599999999999999,creg4c,-9,-67.69068112386368,,9791.6,6,14,-1,-11,-7,-12,-9,
24479,1440,1,0.3599999999999999,creg3a,-1,-61.19068112386368,,9792.0,6,14,-1,-11,-7,-12,-9,
24480,1,1,0.3599999999999999,creg3a,-1,-61.19068112386368,,9792.4,6,14,-1,-11,-7,-12,-9,
24481,2,1,0.3599999999999999,creg3a,-1,-61.19068112386368,,9792.8,6,14,-1,-11,-7,-12,-9,
24482,3,1,0.3599999999999999,creg3c,0,-61.19068112386368,,9793.2,6,14,-1,-11,-7,-12,-9,
24483,4,1,0.3599999999999999,creg3a,-1,-61.19068112386368,,9793.6,6,14,-1,-11,-7,-12,-9,
24484,5,1,0.3599999999999999,creg3a,-1,-61.19068112386368,,9794.0,6,14,-1,-11,-7,-12,-9,
24485,6,1,0.3599999999999999,creg3a,-1,-61.19068112386368,,9794.4,6,14,-1,-11,-7,-12,-9,
24486,7,1,0.3599999999999999,creg3a,-1,-61.19068112386368,,9794.8,6,14,-1,-11,-7,-12,-9,
24487,8,1,0.3599999999999999,creg3a,-1,-61.19068112386368,,9795.2,6,14,-1,-11,-7,-12,-9,
24488,9,1,0.3599999999999999,creg3a,11,-107.24449037577855,,9795.6,6,14,11,-11,-7,-12,-9,
24489,10,1,0.3599999999999999,creg3a,-1,-67.19068112386368,,9796.0,6,14,-1,-11,-7,-12,-9,
24490,11,1,0.3599999999999999,creg3a,1,-62.19609534491697,,9796.4,6,14,1,-11,-7,-12,-9,
24491,12,1,0.3599999999999999,creg3a,-1,-62.19068112386368,,9796.8,6,14,-1,-11,-7,-12,-9,
24492,13,1,0.3599999999999999,creg3a,1,-62.19609534491697,,9797.2,6,14,1,-11,-7,-12,-9,
24493,14,1,0.3599999999999999,creg3a,1,-61.19609534491697,,9797.6,6,14,1,-11,-7,-12,-9,
24494,15,1,0.3599999999999999,creg3a,1,-61.19609534491697,,9798.0,6,14,1,-11,-7,-12,-9,
24495,16,1,0.3599999999999999,creg3a,1,-61.19609534491697,,9798.4,6,14,1,-11,-7,-12,-9,
24496,17,1,0.3599999999999999,creg3a,1,-61.19609534491697,,9798.8,6,14,1,-11,-7,-12,-9,
24497,18,1,0.3599999999999999,creg3a,1,-61.19609534491697,,9799.2,6,14,1,-11,-7,-12,-9,
24498,19,1,0.3599999999999999,creg3a,1,-61.19609534491697,,9799.6,6,14,1,-11,-7,-12,-9,
24499,20,1,0.3599999999999999,creg3a,1,-61.19609534491697,,9800.0,6,14,1,-11,-7,-12,-9,
24500,21,1,0.3599999999999999,creg3a,1,-61.19609534491697,,9800.4,6,14,1,-11,-7,-12,-9,
24501,22,1,0.3599999999999999,creg3a,1,-61.19609534491697,,9800.8,6,14,1,-11,-7,-12,-9,
24502,23,1,0.3599999999999999,creg3a,1,-61.19609534491697,,9801.2,6,14,1,-11,-7,-12,-9,
24503,24,1,0.3599999999999999,creg3a,1,-61.19609534491697,,9801.6,6,14,1,-11,-7,-12,-9,
24504,25,1,0.3599999999999999,creg3a,1,-61.19609534491697,,9802.0,6,14,1,-11,-7,-12,-9,
24505,26,1,0.3599999999999999,creg3a,1,-61.19609534491697,,9802.4,6,14,1,-11,-7,-12,-9,
24506,27,1,0.3599999999999999,creg3a,1,-61.19609534491697,,9802.8,6,14,1,-11,-7,-12,-9,
24507,28,1,0.3599999999999999,creg3a,1,-61.19609534491697,,9803.2,6,14,1,-11,-7,-12,-9,
24508,29,1,0.3599999999999999,creg3a,1,-61.19609534491697,,9803.6,6,14,1,-11,-7,-12,-9,
24509,30,1,0.3599999999999999,creg3a,1,-61.19609534491697,,9804.0,6,14,1,-11,-7,-12,-9,
24510,31,1,0.3599999999999999,creg4b,2,-379.2366893048918,,9804.4,6,14,1,-11,-7,2,-9,
24511,32,1,0.3599999999999999,creg4b,-12,-68.19609534491697,,9804.8,6,14,1,-11,-7,-12,-9,
